,Max_error,Max_percentage_error,MAE,MAPE,MSPE,MAPE-UB,MSPE-UB,Large_error_rate
y_test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
y_hat_rw,1989.2900000000002,5895.0,38.745585660313026,4.313952874440274,7001.957272395744,0.5843682674878335,0.47266481423808926,12.579522842398314
y_hat_sarima_br,17667.440089197364,88978.12720468803,38.46817877367567,9.708306137632645,606873.6427967349,0.5269849677337903,0.4106885703641296,35.58676997643073
y_hat_sarima_f,3611.477871154157,2068.1666195968014,34.88179549827391,2.823022158660832,1142.8235067881947,0.5267488635296566,0.41280499298392215,9.417306990399496
y_hat_sarima_g,3370.1152294008502,34626.006762120596,39.409410696319725,6.12333305699648,93472.21465035895,0.5340636398159221,0.4233902405400919,20.513912034121166
y_hat_umlp,8148.714599999999,134665.3,53.452909649270396,14.8067688562534,1391902.4367691446,0.603028898935092,0.4890306022314526,46.03019741927113
y_hat_men_a10,6394.537576336541,6650.071874166212,39.05072616114397,4.015345373526911,7960.881479526005,0.4981845287628057,0.390824531448367,14.094660375890973
y_hat_men,6775.907286240544,6415.72861054257,50.8862112805503,4.8683380512236,8627.648460452649,0.5451513046299425,0.44480414963780296,14.359045732912254
y_hat_ml1_a10,6549.907405790951,6198.360889490647,38.19281510392592,3.8845150238225807,6960.7288760810125,0.4897438156177331,0.3820407008541576,13.862531211603637
y_hat_ml1_a100,5567.813774802233,5870.756026852765,32.21784682946538,3.0453937017871864,3655.5197704999027,0.49306460674756863,0.377026263356194,11.313493077915188
y_hat_ml1_a1000,5567.813774802233,5870.756026852765,32.21784682946538,3.0453937017871864,3655.5197704999027,0.49306460674756863,0.377026263356194,11.313493077915188
y_hat_ml1_a20,6407.111981905358,6178.715154354016,35.63732670500702,3.6356974737662964,5739.518948237426,0.4864453099110904,0.37619257340664364,13.329067488693779
y_hat_ml1,13665.771655242084,2015.6895022971516,53.04008050420825,4.050288394452912,1833.9183206941734,0.5368871923592173,0.43687631138811106,12.084772310227043
y_hat_ml1_i_tuned,6497.240869391092,5870.756026852765,31.963665875376385,2.4402314699521717,3332.069424031165,0.4655914830232936,0.3530186563778062,9.7001332937244
y_hat_ml1_tuned_optuna,7481.814235273459,6198.361194410027,44.72542858970675,4.51458188122645,7265.827539726962,0.5079792161142839,0.4044846223002606,14.90288997017679
y_hat_ml2_a10,7930.70327889743,4629.917944900881,62.55387590811758,5.231970665285211,5275.155383309777,0.5863163895169957,0.49055105959948087,13.435356426820782
y_hat_ml2,14376.811412892628,7855.506568133895,82.489601838961,6.7891594192232825,8957.114922390909,0.6263180929474628,0.5353530321486026,15.747484060020588
y_hat_mlgb,6261.705476065741,153237.19908830855,69.5117106440146,17.683057938163216,1800188.8506196064,0.6279926694473118,0.501071502404555,61.00958344953672
y_hat_mlm1,33025.10977108403,19193.225310254435,60.12612479755852,5.778863078119971,29555.807146614276,0.5855431040459406,0.48052652291435655,16.11499007153662
y_hat_mlm2,40758.24486034228,120789.43709849025,71.75213462916302,14.285042602426318,1118622.1025931328,0.5970327526822384,0.49413410834686183,39.123382931895904
y_hat_mlm3,37297.9540670777,125258.15505302214,82.16874358995267,15.209636664911974,1203296.2144553894,0.6094438041425083,0.5089603686242875,40.07338118053151
y_hat_mlm4,202488.020543519,50075.35412876696,343.68720733579823,31.944188995180777,513129.94805098174,0.8053810626502039,0.7471058988322139,49.05407912875643
y_hat_mmlp,11637.991,3937.5307,39.402029515085935,3.837378304212214,3237.6051016174083,0.5668385802759545,0.4527007004690345,11.806425565714042
y_hat_mraf,2353.926129126214,26081.83071974265,27.769080955567368,4.102937029056445,52529.416268042296,0.4684387008226139,0.35192808521620994,17.14948118101316
y_hat_msvm,2147.1204496998967,9720.600175903064,37.14540155360388,2.883910495388041,7689.420273757285,0.599225070440649,0.46836332764750915,10.587755020299458
